431	 934
431	 815
435	 853
435	 862
436	 856
436	 618
436	 603
437	 549
437	 487
438	 572
438	 446
441	 539
441	 909
442	 571
443	 522
444	 924
444	 930
446	 489
446	 677
447	 761
447	 980
447	 879
449	 659
449	 911
450	 468
450	 846
451	 951
452	 763
452	 772
453	 890
455	 963
455	 886
456	 954
456	 770
457	 539
458	 571
458	 519
459	 465
459	 588
459	 478
459	 727
461	 840
461	 525
462	 490
462	 827
462	 796
465	 547
465	 741
466	 848
466	 612
467	 737
467	 571
467	 705
468	 532
468	 469
468	 727
469	 964
471	 616
472	 599
473	 627
473	 838
474	 889
474	 726
475	 950
475	 767
476	 644
476	 902
477	 970
477	 591
478	 714
478	 629
479	 585
480	 817
480	 597
486	 878
486	 911
487	 547
487	 574
487	 789
488	 977
488	 870
488	 694
489	 660
490	 827
492	 499
492	 533
492	 526
492	 535
493	 690
493	 820
494	 963
494	 942
495	 756
495	 671
496	 712
496	 900
497	 689
497	 559
497	 801
497	 775
498	 704
498	 960
498	 660
499	 785
499	 500
499	 903
500	 886
501	 865
501	 678
501	 897
502	 829
506	 515
507	 666
507	 940
507	 510
507	 934
509	 906
509	 867
509	 694
510	 602
510	 555
512	 948
512	 861
513	 539
515	 609
515	 643
516	 737
516	 801
516	 909
516	 689
516	 563
519	 599
521	 827
521	 999
523	 762
523	 911
524	 808
526	 875
526	 531
526	 963
528	 729
529	 631
530	 630
531	 948
532	 906
533	 772
533	 591
533	 627
533	 958
534	 698
534	 763
535	 883
535	 757
537	 555
539	 668
539	 799
540	 988
541	 589
542	 913
542	 891
543	 649
543	 772
544	 904
544	 796
546	 872
546	 874
547	 568
547	 830
548	 763
549	 874
550	 739
550	 616
550	 845
550	 830
551	 585
551	 780
552	 780
552	 674
552	 611
552	 763
552	 743
553	 579
553	 628
555	 941
555	 670
556	 887
557	 944
557	 663
558	 687
559	 995
559	 937
559	 683
559	 733
562	 882
562	 805
563	 824
563	 871
563	 823
564	 841
564	 756
564	 731
564	 940
564	 947
565	 761
567	 752
567	 584
567	 727
567	 799
569	 744
570	 669
570	 761
570	 917
570	 855
571	 637
571	 751
572	 796
573	 865
574	 769
574	 825
575	 987
575	 631
577	 585
577	 939
577	 916
577	 955
579	 673
579	 973
581	 740
581	 774
583	 696
583	 887
584	 744
584	 779
584	 940
584	 670
585	 933
585	 695
586	 690
587	 684
587	 942
588	 612
588	 924
588	 678
588	 799
589	 878
590	 763
590	 708
592	 948
592	 949
593	 844
593	 797
594	 917
595	 835
599	 667
599	 856
599	 916
599	 827
600	 612
600	 762
600	 655
602	 784
603	 745
603	 917
603	 973
605	 696
605	 641
607	 642
607	 927
608	 954
609	 677
609	 917
609	 860
610	 978
611	 650
611	 820
611	 871
612	 993
612	 823
613	 921
613	 913
615	 824
615	 656
616	 930
616	 652
618	 734
619	 736
619	 796
619	 943
622	 648
622	 850
622	 756
622	 886
622	 760
622	 765
625	 685
625	 734
625	 761
627	 995
627	 790
627	 829
628	 934
628	 808
628	 660
628	 629
628	 953
630	 848
631	 896
631	 739
631	 785
631	 919
633	 649
633	 939
633	 765
633	 767
639	 996
639	 958
640	 892
641	 896
642	 889
642	 661
643	 686
646	 801
646	 866
648	 808
648	 867
648	 747
650	 680
651	 932
652	 673
652	 906
652	 690
652	 988
654	 888
654	 761
654	 716
654	 815
655	 874
656	 754
659	 894
661	 921
661	 822
661	 785
663	 701
663	 882
663	 725
665	 915
665	 918
667	 690
667	 843
667	 756
668	 999
669	 999
669	 968
669	 695
670	 835
671	 841
671	 874
671	 686
671	 915
671	 888
674	 804
674	 871
674	 685
674	 753
674	 695
674	 859
676	 993
676	 726
677	 961
677	 907
677	 764
678	 921
678	 946
680	 785
681	 737
683	 899
683	 684
683	 911
684	 894
687	 927
688	 840
689	 774
689	 978
689	 756
689	 693
689	 792
689	 761
689	 956
691	 867
691	 870
691	 939
691	 845
691	 767
692	 746
692	 811
693	 968
693	 978
693	 758
693	 858
693	 922
694	 791
695	 749
695	 822
695	 759
696	 810
696	 886
697	 814
698	 857
698	 922
699	 864
699	 825
699	 930
700	 883
701	 764
701	 949
701	 855
703	 779
703	 922
703	 950
704	 712
704	 809
704	 923
704	 798
705	 711
705	 879
705	 734
705	 760
705	 926
706	 742
706	 935
706	 713
706	 714
706	 711
706	 953
706	 926
707	 816
707	 939
709	 842
709	 838
709	 918
710	 766
711	 801
711	 750
711	 824
711	 859
712	 866
712	 740
712	 840
712	 841
712	 817
712	 790
713	 714
716	 895
718	 761
721	 953
721	 973
724	 906
724	 807
725	 745
727	 978
727	 863
728	 987
728	 807
729	 817
731	 960
731	 783
731	 921
732	 752
732	 953
733	 809
734	 879
734	 892
734	 958
736	 855
737	 984
737	 760
738	 918
739	 777
739	 850
740	 980
740	 756
741	 771
741	 968
741	 847
741	 951
742	 965
744	 960
744	 937
746	 919
747	 867
747	 913
747	 767
749	 803
749	 780
749	 899
749	 887
749	 763
750	 790
751	 984
752	 907
752	 849
752	 794
753	 872
753	 874
754	 930
754	 854
755	 820
755	 914
755	 789
756	 915
756	 948
756	 766
757	 960
757	 897
757	 805
757	 832
759	 816
761	 960
761	 802
761	 809
763	 904
763	 859
764	 945
765	 878
765	 830
766	 867
766	 836
766	 924
768	 907
768	 995
770	 960
770	 851
770	 996
771	 935
771	 808
771	 822
771	 823
771	 796
774	 900
774	 877
774	 921
775	 802
776	 800
777	 898
777	 882
779	 802
779	 982
780	 859
782	 998
782	 809
782	 884
784	 991
785	 934
791	 896
792	 801
792	 867
793	 972
793	 894
794	 994
797	 872
797	 948
798	 928
798	 809
798	 951
799	 906
799	 820
799	 829
799	 892
799	 874
800	 880
801	 824
805	 928
806	 896
807	 918
809	 839
809	 844
811	 820
816	 835
816	 847
816	 831
817	 971
818	 830
818	 999
819	 999
820	 997
820	 968
822	 833
822	 854
822	 861
823	 951
823	 953
824	 956
827	 855
827	 859
828	 863
829	 970
829	 971
829	 845
829	 958
830	 843
831	 968
832	 916
838	 853
838	 862
842	 944
843	 975
843	 903
847	 927
848	 918
851	 924
855	 960
855	 938
858	 860
859	 931
865	 948
866	 900
867	 939
871	 911
872	 899
873	 999
873	 927
874	 962
877	 932
877	 922
878	 881
881	 951
882	 990
886	 995
892	 988
894	 963
894	 931
895	 905
895	 943
902	 922
905	 942
906	 947
907	 998
908	 924
908	 914
908	 922
909	 911
911	 963
911	 942
917	 956
921	 924
922	 950
923	 991
923	 935
924	 932
927	 934
932	 960
932	 993
941	 975
949	 960
950	 988
963	 984
965	 974
968	 973
976	 996
989	 993
